gate_count,seed,circuit_rank,circuit_idx,rfd_score,r2,rmse,mae,pearson,spearman,r2_baseline,r2_gain
3,0,19,5,11.448752659426644,0.4749296307563782,0.7169442506049507,0.5590566396713257,0.69175905,0.680232654621665,0.475192666053772,-0.00026303529739379883
3,0,20,48,11.494830333905295,0.47492122650146484,0.7169499870398726,0.559495210647583,0.6917408,0.6803907323060061,0.475192666053772,-0.0002714395523071289
3,0,21,44,11.7237691856099,0.4748826026916504,0.7169763823627008,0.5595234632492065,0.6917184,0.6802139289700487,0.475192666053772,-0.00031006336212158203
3,0,22,17,11.517676654047735,0.47487980127334595,0.7169782528605179,0.5595465898513794,0.691714,0.6801495032471458,0.475192666053772,-0.0003128647804260254
3,0,23,10,11.627393766873624,0.4746743440628052,0.7171185262918799,0.5595347881317139,0.6915668,0.6801113645465755,0.475192666053772,-0.0005183219909667969
3,0,24,46,11.627393766873624,0.4746743440628052,0.7171185262918799,0.5595347881317139,0.6915668,0.6801113645465755,0.475192666053772,-0.0005183219909667969
3,0,25,1,11.43140964194267,0.47443944215774536,0.7172788408077998,0.5597642064094543,0.6913905,0.680270011111472,0.475192666053772,-0.0007532238960266113
3,1,1,43,11.76609853319839,0.47564971446990967,0.7164524508589079,0.558994472026825,0.6922511,0.6804591638961535,0.475192666053772,0.0004570484161376953
3,1,2,9,11.876386523217244,0.4752553105354309,0.7167218660195814,0.5595222115516663,0.6919474,0.6804746421879325,0.475192666053772,6.264448165893555e-05
3,1,3,40,11.53525361496476,0.47517186403274536,0.7167788718974478,0.5592626929283142,0.691916,0.680301963236002,0.475192666053772,-2.0802021026611328e-05
3,1,4,25,11.481515592000774,0.47507840394973755,0.7168426914800123,0.5593874454498291,0.69184005,0.6802664082012875,0.475192666053772,-0.00011426210403442383
3,1,5,0,11.746312267208049,0.4750496745109558,0.7168623143398194,0.5595102906227112,0.6918262,0.6802030135743914,0.475192666053772,-0.0001429915428161621
3,1,6,37,11.752820759418587,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,7,38,11.752820759418585,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,8,44,11.614920406914969,0.4749755859375,0.716912907244202,0.559458315372467,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,9,20,11.6137625675728,0.4749755859375,0.716912907244202,0.559458315372467,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,10,41,11.61332324755872,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,11,12,11.515820803833032,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,12,11,11.515120950826923,0.4749755859375,0.716912907244202,0.559458315372467,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,13,31,11.51490805518087,0.4749755859375,0.716912907244202,0.559458315372467,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,14,23,11.512593668111487,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,15,16,11.452953278843882,0.4749755859375,0.716912907244202,0.559458315372467,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,1,16,49,11.654059684435035,0.4749739170074463,0.7169140296428455,0.5593008995056152,0.6917724,0.6799713369681911,0.475192666053772,-0.0002187490463256836
3,1,17,22,11.517109310913659,0.47496944665908813,0.7169171058375271,0.5593954920768738,0.6917819,0.6800404204006416,0.475192666053772,-0.0002232193946838379
3,1,18,19,12.171202908849414,0.4748598337173462,0.7169918865638627,0.5592529773712158,0.69172823,0.6799816005215453,0.475192666053772,-0.00033283233642578125
3,1,19,4,11.56161040440389,0.4748196005821228,0.717019361013776,0.5594570636749268,0.69167054,0.6801166503950696,0.475192666053772,-0.0003730654716491699
3,1,20,29,11.561610404403888,0.4748196005821228,0.717019361013776,0.5594570636749268,0.69167054,0.6801166503950696,0.475192666053772,-0.0003730654716491699
3,1,21,47,11.604060889521614,0.47481513023376465,0.7170223951925575,0.5595477223396301,0.69166255,0.6800930181486626,0.475192666053772,-0.0003775358200073242
3,1,22,8,11.712265545954496,0.47481149435043335,0.717024889028518,0.5594837665557861,0.6916504,0.6801838849657149,0.475192666053772,-0.00038117170333862305
3,1,23,28,11.813201963622333,0.47477805614471436,0.717047748787335,0.5594720840454102,0.69164467,0.6800422692624467,0.475192666053772,-0.0004146099090576172
3,1,24,46,11.627393766873622,0.47467440366744995,0.7171184847334454,0.5595347881317139,0.6915668,0.6801113645465755,0.475192666053772,-0.0005182623863220215
3,1,25,6,11.859033553626002,0.4745178818702698,0.7172253235128486,0.5594924092292786,0.6914806,0.680076117655495,0.475192666053772,-0.0006747841835021973
3,2,1,41,11.481515592000775,0.47507840394973755,0.7168426499055865,0.5593873858451843,0.69184005,0.6802664082012875,0.475192666053772,-0.00011426210403442383
3,2,2,8,11.793802626683712,0.475044846534729,0.7168655986219309,0.5595554709434509,0.69182,0.6802860701354847,0.475192666053772,-0.00014781951904296875
3,2,3,26,11.517016753485075,0.4749756455421448,0.716912865673848,0.5594582557678223,0.69178265,0.6801466943994035,0.475192666053772,-0.00021702051162719727
3,2,4,4,11.752820759418587,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,5,18,11.752820759418581,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,6,47,11.613323247558725,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178265,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,7,21,11.611272927294257,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,8,28,11.611272927294257,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,9,37,11.61074564540908,0.4749755859375,0.716912907244202,0.559458315372467,0.6917825,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,10,48,11.61074564540908,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,11,36,11.609852477457986,0.4749755859375,0.716912907244202,0.559458315372467,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,12,22,11.517895279202511,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,13,30,11.517895279202511,0.4749755859375,0.716912907244202,0.5594582557678223,0.6917826,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,14,19,11.516037268330555,0.4749755859375,0.716912907244202,0.559458315372467,0.69178253,0.6801466943994035,0.475192666053772,-0.00021708011627197266
3,2,15,44,11.47142857416834,0.4749515652656555,0.7169292857760626,0.5593942999839783,0.69179314,0.6804701029951674,0.475192666053772,-0.00024110078811645508
3,2,16,38,11.514908062194216,0.4749404788017273,0.7169368513674858,0.5594823956489563,0.6917621,0.6801920981787339,0.475192666053772,-0.00025218725204467773
3,2,17,23,11.448752659426642,0.4749295711517334,0.7169442921734848,0.5590566992759705,0.69175905,0.680232654621665,0.475192666053772,-0.0002630949020385742
3,2,18,5,11.484692743477861,0.4748767018318176,0.7169804143185844,0.5593546628952026,0.69169885,0.679973873227334,0.475192666053772,-0.0003159642219543457
3,2,19,16,11.675417266284727,0.4748523235321045,0.7169969991357804,0.5593847036361694,0.69171,0.6804872405218998,0.475192666053772,-0.00034034252166748047
3,2,20,31,11.561610404403885,0.4748196601867676,0.717019361013776,0.5594570636749268,0.69167054,0.6801166503950696,0.475192666053772,-0.00037300586700439453
3,2,21,6,11.494283819983563,0.47478723526000977,0.7170414312541356,0.5594821572303772,0.6916435,0.6801548720573878,0.475192666053772,-0.00040543079376220703
3,2,22,17,11.505552494369807,0.4747660756111145,0.7170559365600468,0.5596911311149597,0.6916331,0.6800280116935262,0.475192666053772,-0.0004265904426574707
3,2,23,25,11.505552494369807,0.4747660756111145,0.7170559365600468,0.5596911907196045,0.6916332,0.6800280116935262,0.475192666053772,-0.0004265904426574707
3,2,24,24,11.505552494369802,0.4747660756111145,0.7170559365600468,0.5596911311149597,0.6916332,0.6800280116935262,0.475192666053772,-0.0004265904426574707
3,2,25,10,11.578155763191456,0.47470319271087646,0.7170988688835445,0.5595960021018982,0.69159794,0.6800549031514487,0.475192666053772,-0.0004894733428955078
10,0,1,28,11.970698525534475,0.4756067991256714,0.7164818177881049,0.5591517090797424,0.6921842,0.6803637104796232,0.475192666053772,0.00041413307189941406
10,0,2,19,11.235260482740948,0.47550642490386963,0.7165503636699496,0.55914705991745,0.69212747,0.6810444116192338,0.475192666053772,0.00031375885009765625
10,0,3,46,12.279745238065477,0.4754571318626404,0.7165840519002674,0.5590855479240417,0.69207937,0.6804112831160711,0.475192666053772,0.0002644658088684082
10,0,4,37,11.386182941476179,0.4750932455062866,0.7168325472486464,0.5593438148498535,0.69188344,0.680413013461094,0.475192666053772,-9.942054748535156e-05
10,0,5,44,11.45965264404695,0.47506850957870483,0.7168494680791823,0.5594629645347595,0.6918705,0.6805385345853148,0.475192666053772,-0.00012415647506713867
10,0,6,9,11.50703670677339,0.4750547409057617,0.7168588637487339,0.5595307350158691,0.69183517,0.6803871412475001,0.475192666053772,-0.0001379251480102539
10,0,7,38,11.269768047632981,0.47504478693008423,0.7168656401950257,0.559430718421936,0.6918173,0.6801874404691863,0.475192666053772,-0.00014787912368774414
10,0,8,26,11.001186505294541,0.4749787449836731,0.7169107455826041,0.5593918561935425,0.6917902,0.6804460203849874,0.475192666053772,-0.00021392107009887695
10,0,9,7,11.516174256902922,0.4749755859375,0.716912907244202,0.5594582557678223,0.69178265,0.6801466943994035,0.475192666053772,-0.00021708011627197266
10,0,10,22,11.387622200235784,0.47492629289627075,0.7169465368707467,0.559628427028656,0.69174135,0.6801799028018269,0.475192666053772,-0.0002663731575012207
10,0,11,47,11.029650553408793,0.4749174118041992,0.7169525642638078,0.5596802234649658,0.6917282,0.6802574127775047,0.475192666053772,-0.0002752542495727539
10,0,12,45,11.44946224289969,0.4749128222465515,0.7169557234288966,0.5595218539237976,0.6917302,0.6801699355404285,0.475192666053772,-0.000279843807220459
10,0,13,18,11.405044309476336,0.4749108552932739,0.7169570535995062,0.559463381767273,0.6917008,0.6804703044736974,0.475192666053772,-0.0002818107604980469
10,0,14,4,11.132007092486651,0.47486668825149536,0.7169872311821126,0.559532642364502,0.6917116,0.6802310546451028,0.475192666053772,-0.00032597780227661133
10,0,15,1,11.589315989072531,0.474853515625,0.7169962093912796,0.5591451525688171,0.6917144,0.6801097645700133,0.475192666053772,-0.00033915042877197266
10,0,16,20,11.351559740934695,0.4748455286026001,0.7170016960193148,0.5595585107803345,0.6916914,0.6802983721774959,0.475192666053772,-0.000347137451171875
10,0,17,14,11.401409621852023,0.4748263359069824,0.7170147889393065,0.5596093535423279,0.6916802,0.6801275894940836,0.475192666053772,-0.0003663301467895508
10,0,18,42,11.61431109665606,0.4747893214225769,0.7170400596770738,0.5594629645347595,0.69164693,0.6805218000156423,0.475192666053772,-0.00040334463119506836
10,0,19,29,11.492508301356526,0.47477275133132935,0.7170513647187909,0.5594581365585327,0.6916361,0.6804153837967416,0.475192666053772,-0.00041991472244262695
10,0,20,40,11.274495498692524,0.4747668504714966,0.7170553962530536,0.5595881342887878,0.69163245,0.6801787531890378,0.475192666053772,-0.0004258155822753906
10,0,21,32,11.115044710967698,0.4747253656387329,0.7170836994791583,0.55948406457901,0.6915904,0.6799493639567376,0.475192666053772,-0.0004673004150390625
10,0,22,30,11.2648468789814,0.47470831871032715,0.7170953363111859,0.5593598484992981,0.6916131,0.6802566542700975,0.475192666053772,-0.0004843473434448242
10,0,23,27,11.37813262152357,0.4746624231338501,0.7171266301405692,0.5597006678581238,0.6915246,0.6802146993291341,0.475192666053772,-0.000530242919921875
10,0,24,13,11.660397671557147,0.4745173454284668,0.7172256559307318,0.5595565438270569,0.69147587,0.6802343612633314,0.475192666053772,-0.0006753206253051758
10,0,25,43,11.07217977322196,0.4744417071342468,0.7172772619385613,0.5597884654998779,0.6913996,0.6801923826190117,0.475192666053772,-0.0007509589195251465
10,1,1,32,10.85507851829884,0.4758148789405823,0.7163396307235171,0.5589922070503235,0.6923339,0.6810730452738571,0.475192666053772,0.0006222128868103027
10,1,2,15,11.307127613868913,0.4755740165710449,0.7165041957447538,0.559137225151062,0.69218314,0.6803804905619678,0.475192666053772,0.0003813505172729492
10,1,3,34,11.467394911772866,0.4755156636238098,0.7165440417514692,0.559102475643158,0.6921576,0.6804968522329509,0.475192666053772,0.0003229975700378418
10,1,4,17,10.96204504597914,0.4752681255340576,0.7167131338654176,0.5593044757843018,0.6919587,0.6805879205285332,0.475192666053772,7.545948028564453e-05
10,1,5,28,11.167601959916286,0.475233793258667,0.716736585695778,0.5594481825828552,0.69194156,0.680306087620029,0.475192666053772,4.112720489501953e-05
10,1,6,0,12.08699432362974,0.47520941495895386,0.7167532593141075,0.5591724514961243,0.6919248,0.6804167822947736,0.475192666053772,1.6748905181884766e-05
10,1,7,37,11.814128702240689,0.47515320777893066,0.7167916362685351,0.5590322017669678,0.6919261,0.6802739932753599,0.475192666053772,-3.9458274841308594e-05
10,1,8,40,10.918080391207063,0.4751294255256653,0.7168078512655859,0.5593008399009705,0.69186246,0.6806355287200161,0.475192666053772,-6.324052810668945e-05
10,1,9,14,11.650010894157198,0.4751211404800415,0.7168135056398391,0.5592844486236572,0.69184685,0.6801140430258572,0.475192666053772,-7.152557373046875e-05
10,1,10,29,10.85439037059363,0.47508424520492554,0.7168387003241452,0.5594452023506165,0.6918222,0.6804468144474292,0.475192666053772,-0.00010842084884643555
10,1,11,19,11.357958815305798,0.4750366806983948,0.7168711693951566,0.5595472455024719,0.6918074,0.6804895515991561,0.475192666053772,-0.00015598535537719727
10,1,12,48,11.536204510725387,0.4750176668167114,0.7168841815550082,0.5594585537910461,0.6918074,0.6800524972607662,0.475192666053772,-0.00017499923706054688
10,1,13,1,11.317888246316354,0.4749796390533447,0.7169100804546474,0.5595778226852417,0.69176817,0.6805822554263354,0.475192666053772,-0.0002130270004272461
10,1,14,3,11.300603380351827,0.47496944665908813,0.7169170642674167,0.559395432472229,0.6917819,0.6800404204006416,0.475192666053772,-0.0002232193946838379
10,1,15,38,11.346519827202213,0.47492682933807373,0.7169461627550244,0.5593957304954529,0.6917303,0.6799453462378148,0.475192666053772,-0.0002658367156982422
10,1,16,4,12.122672907599531,0.4748988747596741,0.7169652424079608,0.5595312118530273,0.6917116,0.6803514913993595,0.475192666053772,-0.0002937912940979004
10,1,17,20,11.11456243287495,0.47488194704055786,0.7169767980293041,0.5596902966499329,0.69171834,0.6803660215568795,0.475192666053772,-0.00031071901321411133
10,1,18,41,11.088542469997615,0.4748193621635437,0.71701956883465,0.5595747828483582,0.69166565,0.6800557564722818,0.475192666053772,-0.0003733038902282715
10,1,19,16,11.169222540653305,0.4747985005378723,0.7170337420761284,0.5593444108963013,0.69167465,0.6801860538228326,0.475192666053772,-0.0003941655158996582
10,1,20,8,11.40772921918184,0.47478431463241577,0.7170434678334175,0.5595037341117859,0.69162583,0.6798710125119047,0.475192666053772,-0.00040835142135620117
10,1,21,44,11.164902782630266,0.4747668504714966,0.7170553962530536,0.5589948296546936,0.69166833,0.6800576882958346,0.475192666053772,-0.0004258155822753906
10,1,22,6,12.00861626627915,0.47472405433654785,0.7170846138085106,0.5596722364425659,0.69160926,0.6803188044707785,0.475192666053772,-0.0004686117172241211
10,1,23,23,10.821528578008591,0.4747108221054077,0.7170936323582975,0.5597507953643799,0.6916089,0.6802039380052939,0.475192666053772,-0.0004818439483642578
10,1,24,22,11.833161459740056,0.4745861291885376,0.7171787419334995,0.5594043731689453,0.6915438,0.6798683577359793,0.475192666053772,-0.000606536865234375
10,1,25,36,11.80939550529856,0.47449350357055664,0.7172419442182816,0.5595426559448242,0.691442,0.6799844093692878,0.475192666053772,-0.000699162483215332
10,2,1,40,11.188024251183343,0.4755815863609314,0.7164990380620788,0.5591121315956116,0.69220674,0.6804425596949417,0.475192666053772,0.00038892030715942383
10,2,2,11,11.5690843703005,0.47545331716537476,0.7165866304402987,0.5590475797653198,0.6921055,0.6802480499516964,0.475192666053772,0.0002606511116027832
10,2,3,26,11.769632716324908,0.475364089012146,0.7166475977319829,0.5593389272689819,0.6920188,0.6805861546284757,0.475192666053772,0.00017142295837402344
10,2,4,32,12.198597134706567,0.47525882720947266,0.7167194958739707,0.5592503547668457,0.6919735,0.6806748288850539,0.475192666053772,6.61611557006836e-05
10,2,5,47,11.160655421962119,0.47517848014831543,0.7167743398673654,0.5593969225883484,0.69191444,0.6803868686589005,0.475192666053772,-1.4185905456542969e-05
10,2,6,31,11.25537279139924,0.4751599431037903,0.7167870211638558,0.5591916441917419,0.69187814,0.6801884952685495,0.475192666053772,-3.272294998168945e-05
10,2,7,4,10.920589080416013,0.4751553535461426,0.716790139481084,0.5593815445899963,0.69187725,0.6806540054863893,0.475192666053772,-3.731250762939453e-05
10,2,8,36,11.637612722782364,0.47515159845352173,0.7167927172797504,0.5591570138931274,0.69190705,0.6803309050342596,0.475192666053772,-4.106760025024414e-05
10,2,9,2,12.143440348862438,0.47513872385025024,0.7168014900412357,0.5594936013221741,0.6918709,0.6803217555386599,0.475192666053772,-5.3942203521728516e-05
10,2,10,49,11.026292517802862,0.47508829832077026,0.7168359148167799,0.5593175888061523,0.6918591,0.6808049721637875,0.475192666053772,-0.00010436773300170898
10,2,11,48,11.055520098424067,0.4750556945800781,0.7168581985726391,0.5594727993011475,0.6918317,0.6803613401439755,0.475192666053772,-0.00013697147369384766
10,2,12,25,11.449646794622165,0.47505253553390503,0.7168603603926902,0.559446394443512,0.6918386,0.6801304338968606,0.475192666053772,-0.00014013051986694336
10,2,13,42,11.395534725233201,0.47503751516342163,0.7168705873760984,0.5594097971916199,0.6917815,0.680317085977434,0.475192666053772,-0.0001551508903503418
10,2,14,8,11.420448539456782,0.4750283360481262,0.7168768648424313,0.5594394207000732,0.69181335,0.6801422144650293,0.475192666053772,-0.00016433000564575195
10,2,15,46,10.924495268129698,0.4749864339828491,0.7169054661124568,0.5594989657402039,0.691786,0.6801362056641627,0.475192666053772,-0.00020623207092285156
10,2,16,29,11.647575127837985,0.4749720096588135,0.7169153183206024,0.5590335726737976,0.69175684,0.6795955676579709,0.475192666053772,-0.0002206563949584961
10,2,17,37,11.420971402314233,0.4749579429626465,0.716924920975463,0.5594436526298523,0.6917693,0.6801338945869061,0.475192666053772,-0.00023472309112548828
10,2,18,5,11.188403211469403,0.4749525189399719,0.7169286206653064,0.5596783757209778,0.69175816,0.6804009366009692,0.475192666053772,-0.00024014711380004883
10,2,19,34,11.08120402320045,0.4749181270599365,0.716952107015076,0.5593299269676208,0.69170463,0.6802211821971306,0.475192666053772,-0.0002745389938354492
10,2,20,33,11.130739069477338,0.4748384356498718,0.7170065175668684,0.5593366026878357,0.6916938,0.6800578423676518,0.475192666053772,-0.0003542304039001465
10,2,21,16,10.912689628303916,0.47482186555862427,0.7170178647017044,0.5597591400146484,0.69168234,0.6804969114913422,0.475192666053772,-0.0003708004951477051
10,2,22,19,11.8428249697017,0.47464001178741455,0.7171419648651799,0.55953449010849,0.6915461,0.6803373641988996,0.475192666053772,-0.0005526542663574219
10,2,23,1,11.025471583452651,0.47459083795547485,0.7171755421956812,0.5594415068626404,0.6914961,0.6801894315511303,0.475192666053772,-0.0006018280982971191
10,2,24,21,12.109847812173482,0.474559485912323,0.7171969427679741,0.5596715211868286,0.6914743,0.6798587104698935,0.475192666053772,-0.0006331801414489746
10,2,25,35,11.493167409593497,0.47424888610839844,0.7174088778435405,0.5597801208496094,0.6913087,0.6799405463081283,0.475192666053772,-0.0009437799453735352
30,0,1,32,11.433063735822962,0.4756348133087158,0.7164626420684513,0.5589469075202942,0.6922063,0.6808096654283698,0.475192666053772,0.00044214725494384766
30,0,2,23,11.154260118309624,0.47551417350769043,0.7165450815445255,0.5594331622123718,0.6921104,0.6806385034912539,0.475192666053772,0.00032150745391845703
30,0,3,40,11.375062503737771,0.4754994511604309,0.7165551050722069,0.5593498945236206,0.69214684,0.6806143971777173,0.475192666053772,0.00030678510665893555
30,0,4,47,13.6036788327776,0.47549372911453247,0.7165590146259068,0.5592151880264282,0.6921406,0.6803441907655648,0.475192666053772,0.00030106306076049805
30,0,5,15,13.347301634402717,0.4754769802093506,0.7165704520275474,0.5589224100112915,0.692102,0.6806704082090711,0.475192666053772,0.0002843141555786133
30,0,6,27,13.167238266904333,0.47546815872192383,0.7165764825839989,0.5593649744987488,0.692113,0.6804600172169867,0.475192666053772,0.00027549266815185547
30,0,7,13,12.60822440514952,0.47545892000198364,0.7165828042162761,0.559026837348938,0.6921539,0.680886938370483,0.475192666053772,0.0002662539482116699
30,0,8,5,11.188861521523753,0.4754212498664856,0.7166085476559555,0.5591834187507629,0.692045,0.6804119942167656,0.475192666053772,0.00022858381271362305
30,0,9,18,10.50126151496883,0.4753572344779968,0.7166522553199961,0.5590966939926147,0.6920426,0.6805897812420166,0.475192666053772,0.00016456842422485352
30,0,10,49,12.112478582881687,0.47531819343566895,0.7166789111118994,0.5592797994613647,0.6919825,0.6803783828572818,0.475192666053772,0.00012552738189697266
30,0,11,1,10.847049840814803,0.475286066532135,0.716700867088201,0.5588428974151611,0.6919611,0.6803602616412558,0.475192666053772,9.340047836303711e-05
30,0,12,16,10.713078687408904,0.4752746820449829,0.7167086430018493,0.5594382286071777,0.69198877,0.6808922242189771,0.475192666053772,8.20159912109375e-05
30,0,13,8,11.169259648411641,0.4751523733139038,0.7167921767743465,0.5594032406806946,0.6918895,0.6802687548335786,0.475192666053772,-4.029273986816406e-05
30,0,14,20,13.063756689041508,0.47513699531555176,0.7168026541910887,0.5592915415763855,0.69188595,0.6804747370013585,0.475192666053772,-5.5670738220214844e-05
30,0,15,10,12.568319909731727,0.4751166105270386,0.7168165822659163,0.5592892169952393,0.6918527,0.6805958848563092,0.475192666053772,-7.605552673339844e-05
30,0,16,29,11.27426966826167,0.4749925136566162,0.716901309021989,0.5593107342720032,0.6917661,0.6804734096133958,0.475192666053772,-0.00020015239715576172
30,0,17,37,11.518950572270864,0.4749301075935364,0.7169439180565912,0.5595857501029968,0.6917274,0.6803769843592498,0.475192666053772,-0.0002625584602355957
30,0,18,41,11.307474785511301,0.4749036431312561,0.7169620001498082,0.5597381591796875,0.6917155,0.6804503936542572,0.475192666053772,-0.00028902292251586914
30,0,19,48,11.009103435471156,0.4747920632362366,0.7170381477773983,0.5596432685852051,0.6916441,0.6806447374740071,0.475192666053772,-0.0004006028175354004
30,0,20,25,13.394126895572118,0.4747897982597351,0.7170397271731487,0.5596277713775635,0.691618,0.6804944107872339,0.475192666053772,-0.00040286779403686523
30,0,21,22,11.644203114092502,0.4747382402420044,0.7170748886092885,0.5593360066413879,0.6915918,0.6804262162306512,0.475192666053772,-0.0004544258117675781
30,0,22,9,11.445766359112309,0.47468358278274536,0.717112209382208,0.559609055519104,0.69154704,0.6800875426733166,0.475192666053772,-0.0005090832710266113
30,0,23,26,12.849302020133097,0.47458600997924805,0.7171788250433825,0.5596837401390076,0.691482,0.680071886606364,0.475192666053772,-0.0006066560745239258
30,0,24,42,13.518670812464377,0.47429144382476807,0.7173798396679614,0.5596523880958557,0.6912799,0.6802066164845758,0.475192666053772,-0.0009012222290039062
30,0,25,4,11.783595113739635,0.4739856719970703,0.7175883982363757,0.5600220561027527,0.6910822,0.6801452840496932,0.475192666053772,-0.0012069940567016602
30,1,1,2,13.621372059352492,0.47609376907348633,0.7161490607911413,0.5588572025299072,0.6925488,0.6810345628746179,0.475192666053772,0.0009011030197143555
30,1,2,13,12.846783973876766,0.47572970390319824,0.7163978318247102,0.5590276122093201,0.6922704,0.6809803058916434,0.475192666053772,0.0005370378494262695
30,1,3,5,11.002868943064321,0.47551923990249634,0.7165415878338741,0.5591747760772705,0.69213593,0.6803522854618014,0.475192666053772,0.00032657384872436523
30,1,4,20,12.491869679541043,0.4754434823989868,0.7165933678720693,0.5590428709983826,0.69212025,0.6806223022471023,0.475192666053772,0.00025081634521484375
30,1,5,18,10.931727251179922,0.47535187005996704,0.7166559564174583,0.5592833161354065,0.6920501,0.6805044965654146,0.475192666053772,0.00015920400619506836
30,1,6,24,10.633869610313367,0.47533512115478516,0.7166673922719905,0.5590663552284241,0.69202346,0.6805412723229877,0.475192666053772,0.0001424551010131836
30,1,7,15,10.71890093908725,0.47532159090042114,0.7166766239923521,0.5594684481620789,0.69197434,0.6804904641783805,0.475192666053772,0.00012892484664916992
