epoch,train_loss,val_loss
323,0.13055542882245322,2.881626751687792
324,0.10283515324386266,2.883082369963328
325,0.11491865613139593,2.884818911552429
326,0.11183526068925857,2.8894677890671625
327,0.10110116274310993,2.886714961793688
328,0.10926900010269422,2.8867824607425265
329,0.10688328831814803,2.930749085214403
330,0.11489798796291535,2.8820874161190457
331,0.10119504035952,2.87081370751063
332,0.11187415186029215,2.9145096143086753
333,0.10307470293572316,2.8982547720273337
334,0.10914727033903966,2.979640073246426
335,0.11275912543328909,2.880408465862274
336,0.12209834889150582,2.896398742993673
337,0.11425670001369256,2.891809278064304
338,0.12484948018995615,2.8953120708465576
339,0.11442211201557746,2.9417773021592035
340,0.11476781981495711,2.9365018142594232
341,0.10972910540608259,2.899929689036475
342,0.12453313974233773,2.885780307981703
343,0.10191429879229802,2.894750992457072
344,0.11157644540071487,2.8919014400906033
345,0.10661248438633406,2.8876578278011746
346,0.10322483902653823,2.9132195048862033
347,0.08354544807225465,2.9106414119402566
348,0.10602213356357354,2.8932812015215554
349,0.09750278766911763,2.8892379336886935
350,0.09734572249536332,2.889092491732703
351,0.11934626242862298,2.957742578453488
352,0.09444152119641121,2.8852118651072183
353,0.09349178060029562,2.906572745905982
354,0.10328168373268384,2.8858868744638233
355,0.11575721734418319,2.8886353837119207
356,0.10230953160386819,2.917024897204505
357,0.11612284659193112,2.877586841583252
358,0.11597237671510531,2.900124086274041
359,0.12034128365608363,2.887473483880361
360,0.11516941433342603,2.8994281159506903
361,0.11301317908442937,2.9458549552493625
362,0.11150174152392607,2.9204748935169644
363,0.10659743245117939,2.907407965925005
364,0.09043337052258162,2.953602499432034
365,0.11802783737388942,2.909045868449741
366,0.1229337458140575,2.9406597481833563
367,0.10658786488840213,2.93290458785163
368,0.1110600158572197,2.9122182528177896
369,0.10209301157066455,2.8864163160324097
370,0.1212180990869036,2.882225308153364
371,0.11633261728745241,2.9183855454126992
372,0.09534997229392712,2.9514555666181774
373,0.11834924668073654,2.90727969010671
374,0.11625116269748945,2.9070994522836475
375,0.11906137752991457,2.8739048639933267
376,0.09736050742749984,2.8937831785943775
377,0.10124955718907026,2.8990580439567566
378,0.11151216024389633,2.913857897122701
379,0.08616312002906433,2.9293861322932773
380,0.10722447295601552,2.8935586081610785
381,0.12317702285945416,2.92012659046385
382,0.11795161131482858,2.908640523751577
383,0.11454270218427365,2.9595386717054577
384,0.1015600635455205,2.9103600713941784
385,0.12107900434102004,2.9533869425455728
386,0.12806864751932712,2.8886653184890747
387,0.10856375774511924,2.891323367754618
388,0.10282264618346325,2.9383921027183533
389,0.13607258101781974,2.892903380923801
390,0.12050915056696306,2.8688770532608032
391,0.11528030323007932,2.8828849527570934
392,0.11112722830417064,2.8925229642126293
393,0.10488945815998774,2.921557757589552
394,0.11372349133285192,2.9044934776094227
395,0.10509974755919897,2.955852276749081
396,0.10452411469931785,2.9242659740977817
397,0.10864028730071508,2.9084358480241566
398,0.11033477264528091,2.9381733536720276
399,0.1140825542406394,2.931422379281786
400,0.08671837543638852,2.902736094262865
401,0.11707988908657661,2.944134612878164
402,0.10582021368810764,2.8986396259731717
403,0.1336583577669584,2.924069046974182
404,0.10056651779092275,2.9495055145687528
405,0.10194480038033082,2.896750079260932
406,0.1004388004541397,2.9284653531180487
407,0.1233441706890097,2.9138127432929144
408,0.09660453188877839,2.895654492908054
409,0.10453058211849287,2.944584627946218
410,0.10033771659319217,2.871782170401679
411,0.11553181934242066,2.8994461960262723
412,0.1165249920808352,2.915501356124878
413,0.09814211287750647,2.905766394403246
414,0.10498508108923069,2.9149712324142456
415,0.10734350013618287,2.9076162377993264
416,0.09500274721246499,2.9196904632780285
417,0.11751412100230273,2.9167249268955655
418,0.11192998590950783,2.9435963564448886
419,0.10731853193675096,2.875267333454556
420,0.11396410141426783,2.975975122716692
421,0.1046702053397894,2.909191177950965
422,0.11548976164597731,2.976208633846707
423,0.11168102220847057,2.907153864701589
424,0.12366978614949263,2.90293198161655
425,0.11570939613649478,2.945124844710032
426,0.11601736213152225,2.90062767929501
427,0.11515781420927781,2.9753566318088107
428,0.10427647900695984,2.8914037214385138
429,0.12841725455453762,2.9577859507666693
430,0.10171966415185195,2.9406060576438904
431,0.09368848508367171,2.9311539663208857
432,0.10707856098619792,2.8778242799970837
433,0.12983199157393896,2.893032352129618
434,0.10640640098315018,2.92634027534061
435,0.11862606462091208,2.9180644750595093
436,0.10951771933871966,2.9134753942489624
437,0.10774272221785325,2.910461359553867
438,0.1206824305252387,2.9058100978533425
439,0.10335193027097445,2.892252782980601
440,0.10174074155779986,2.965860082043542
441,0.11836267308546947,2.911946839756436
442,0.10150558341007966,2.91348405679067
443,0.10663067725701975,2.9429623418384128
444,0.10903634827297468,2.9208357400364346
445,0.10796646707906173,2.9711431794696384
446,0.10883502232340667,2.923235204484728
447,0.12282867511877647,2.8930528362592063
448,0.11722972756968095,2.9033447768953113
449,0.08919076426671102,2.955670793851217
450,0.11471070246054577,2.923985759417216
451,0.08864084914899789,2.9420150650872126
452,0.12247147178993775,2.8861733939912586
453,0.11288904974666926,2.914819015396966
454,0.10591591007720966,2.932161960336897
455,0.12012442636948366,2.9009438951810202
456,0.10224764026128329,2.9630306561787925
457,0.13375007750896306,2.889026151763068
458,0.11794191257884869,2.9710353877809315
459,0.10888199107005046,2.8816231621636286
460,0.10271558432051768,2.927423265245226
461,0.10763288627450283,2.959719479084015
462,0.10803862555095782,2.951524403360155
463,0.11688200977559272,2.8938572671678333
464,0.11516690503519315,2.9222809871037803
465,0.08792921327627622,2.9290193253093295
466,0.1253108697728469,2.9742355280452304
467,0.13388631621805522,2.8744525644514294
468,0.10046879851187651,2.9204430513911777
469,0.11454703154472204,2.9302157362302146
470,0.11643078135183224,2.9307015339533486
471,0.10189973752085979,2.9413777192433677
472,0.1283977736933873,2.89980110194948
473,0.10865126200593435,2.952404154671563
474,0.08486933281215338,2.910508281654782
475,0.12587474490014405,2.9130869110425315
476,0.09504341720961608,2.907767004436917
477,0.12043597368666759,2.936774962478214
478,0.10972963975599179,2.907142056359185
479,0.09733157656513727,2.9447595609558954
480,0.10255042609687035,2.9532083868980408
481,0.12228188761151754,2.9220406081941395
482,0.10386408106065713,2.91368967294693
483,0.0898547988671523,2.9271193279160395
484,0.08930360726439036,2.9322760105133057
485,0.10262826741314851,2.9596292972564697
486,0.10752601457329897,2.9142538706461587
487,0.10481483119611557,2.9680088228649564
488,0.12423076022129792,2.87628620200687
489,0.09373828720014829,2.9203116827540927
490,0.10585306566208601,2.9191234178013272
491,0.10743892634144196,2.9084389673338995
492,0.11935038612439082,2.9626688294940524
493,0.114237391604827,2.9272217088275485
494,0.08508728963251297,2.942255828115675
495,0.09065896447461386,2.9263521565331354
496,0.13156057722293413,2.980682975716061
497,0.10781641674156373,2.946739845805698
498,0.11613739178730892,2.993160353766547
499,0.12298650059562463,2.941327200995551
500,0.1369993565747371,2.8893349369366965
501,0.11498653910194452,2.9604840543535023
502,0.1145514825788828,2.933361914422777
503,0.12713937581731724,2.9289748867352805
504,0.12991754020062776,2.900496390130785
505,0.10892733430060056,2.910970277256436
506,0.10492457976708046,2.905654377407498
507,0.10714515311500201,2.9606395628717213
508,0.11874885667975132,2.9316916598214044
509,0.11693327481356951,2.8939217064115734
510,0.1041778605717879,2.9098898503515453
511,0.10513207474007057,2.907641331354777
512,0.11909355463889928,2.939829256799486
513,0.11048350140738945,2.9404740929603577
514,0.1093129051132844,2.9461184475156994
515,0.10626184034806031,2.9168558451864453
516,0.10661891870773756,2.9735191464424133
517,0.08995847391107907,2.9528937803374395
518,0.0894914968082538,2.945253994729784
519,0.11162869325624063,2.9101693563991122
520,0.10598580940411641,2.9393648041619196
521,0.10860096936902175,2.881887952486674
522,0.10046082726464822,2.955156260066562
523,0.11948450714922869,3.0287929905785456
524,0.1270877841573495,2.882702363861932
525,0.1256995832690826,2.8988728721936545
526,0.119142085313797,2.9064272509680853
527,0.11474431051084628,2.9743997785780163
528,0.11158972044403737,2.89617258310318
529,0.10969880764874128,2.931596193048689
530,0.12022694466778865,2.9688696993721857
531,0.09744235262847864,2.9187240269449024
532,0.09768846413263908,2.9543632136450872
533,0.09607301451838933,2.962065796057383
534,0.11498702970834879,2.916874667008718
535,0.13103217190274827,2.9040596352683172
536,0.10487988528150778,2.9412463770972357
537,0.10917440711592252,2.9542833897802563
538,0.1204746971050134,2.89067902829912
539,0.10311463217322643,2.9160974489318
540,0.10542807902854223,2.9516385330094232
541,0.1208347101480915,2.9151860806677075
542,0.10923058850547442,2.962502956390381
543,0.11020475866702886,2.899785386191474
544,0.11337335722950789,2.935216075844235
545,0.0927293798671319,2.95279508166843
546,0.11894363898497362,2.9452520608901978
547,0.09994032701047567,2.9474761221143932
548,0.10135881459483734,2.9914793769518533
549,0.0785677128829635,2.918957617547777
550,0.11404223843262745,2.9873535103268094
551,0.12237968060832757,2.890837695863512
552,0.09693028502739393,2.9320882161458335
553,0.10506594946178106,2.9030206203460693
554,0.11379897968413738,2.922516624132792
555,0.12796518604915877,2.912210610177782
556,0.10352292602451948,2.911131395234002
557,0.10742923479813796,2.9331521325641208
558,0.10837183288083627,2.940215892261929
559,0.09366542857426863,2.920607712533739
560,0.1123522763641981,2.9134175777435303
561,0.10942263083102612,2.9220593439208136
562,0.09777294815732883,2.9375145037968955
563,0.10189047581874407,2.9930732117758856
564,0.10951283003848333,2.8959339724646673
565,0.14701207288755822,2.9215009676085577
566,0.11619012364401267,2.943559944629669
567,0.10344974134977047,2.891709413793352
568,0.10401085781363341,2.93823684586419
569,0.12185413738569388,2.941271483898163
570,0.12339451602445199,2.9059714807404413
571,0.11135825380109823,2.9105834232436285
572,0.1053034654030433,2.9265865882237754
573,0.11496790575866515,2.9585273596975536
574,0.1051765701518609,2.9576566881603665
575,0.11228360527983079,2.933599207136366
576,0.0893943226394745,2.963838775952657
577,0.11886565885864771,2.8976765672365823
578,0.12037331992043898,2.9344208439191184
579,0.11259235726812711,2.9183017346594067
580,0.11637300914869858,2.952180008093516
581,0.10761558423535182,2.9783647855122886
582,0.10235954772394437,2.9763327638308206
583,0.11268459423803366,2.9406139188342624
584,0.11619384715763423,2.9304699699083963
585,0.09968141414798223,2.902880926926931
586,0.10973474483650464,2.903145286771986
587,0.11107151531256163,2.9512161215146384
588,0.12947235242105448,2.9766880406273737
589,0.08502317861868786,2.934684991836548
590,0.09608177806322392,2.9038321905665927
591,0.10578505766506378,2.9062709940804377
592,0.12142467968738996,2.9267419245507984
593,0.1219058321788907,2.969270626703898
594,0.09815520039544656,2.974573618835873
595,0.10100763574815713,2.9562713503837585
596,0.09823958329283274,2.9360956880781384
597,0.11675846740030325,2.9502966668870716
598,0.1073959388411962,2.90470161040624
599,0.11802824537914533,2.9238492117987738
600,0.11335654940742712,2.9425739645957947
601,0.09541033176848522,2.9111762245496116
602,0.10521586202085018,2.931433935960134
603,0.10849656455505352,2.9369114107555814
604,0.09566386920901446,2.9036052094565497
605,0.10355724640763724,2.960628310839335
606,0.08397035039961338,2.9211648636394076
607,0.11184799469147737,2.9156817926300898
608,0.0910022615813292,2.9556654691696167
609,0.11726495245328317,2.974434985054864
610,0.11326336297564782,2.96151520146264
611,0.09519059325640018,2.923185838593377
612,0.10784313830618675,2.946819265683492
613,0.09760222231539396,2.9531122843424478
614,0.1396580370572897,2.9660653604401483
615,0.09163100066093298,2.927921301788754
616,0.11583732810731118,2.932860679096646
617,0.10149870603703535,2.940177003542582
618,0.10576731041073799,2.9436611268255444
619,0.08756597044949348,2.9255831903881497
620,0.10184477854233522,2.935406916671329
621,0.11250388937500808,2.969479044278463
622,0.1211158110975073,2.929279605547587
623,0.10085082888030089,2.973850713835822
624,0.10957664807255452,2.9664828379948935
625,0.1131904530697144,2.9384888145658703
626,0.12359574749492681,2.9593982961442737
627,0.1170631631062581,2.976091682910919
628,0.12189316030305165,2.918642666604784
629,0.10259013035549568,2.9196842312812805
630,0.12375613963947846,2.9669311311509876
631,0.10257770525148281,2.942964381641812
632,0.09646316803991795,2.9275443951288858
633,0.10602055554493116,2.948191006978353
634,0.11145497549038667,3.004812631342146
635,0.10960884481095351,2.906366984049479
636,0.11692121693721184,2.9502501487731934
637,0.11328155965759204,2.9311937027507358
638,0.10912846362648101,2.9753144250975714
639,0.10190812572836876,2.8971548477808633
640,0.10781866739002557,2.9288037485546536
641,0.1151687655884486,2.975329624281989
642,0.09982862790616659,2.943498373031616
643,0.09580219313502311,2.899453169769711
644,0.10264547361204257,2.906492054462433
645,0.10817946009337902,2.922188791963789
646,0.10348834253561039,2.891261080900828
647,0.09343862424676234,2.939006613360511
648,0.10927634901152207,2.9250318341785007
649,0.10495397163411746,2.9058944119347467
650,0.1054406377271964,2.968256307972802
651,0.1161960484030155,2.9011386500464544
652,0.10471617960585998,2.9363995922936335
653,0.11192310627263326,2.9410294890403748
654,0.10139312981986083,2.9277289311091104
655,0.09395140701761613,2.915668633249071
656,0.10632524881511926,2.929340554608239
657,0.12139165478830154,2.9501545826594033
658,0.12411942416085647,2.97272433174981
659,0.11056985866564971,2.9337177541520862
660,0.10980293770822194,2.9289804697036743
661,0.09465199095698504,2.920980784628126
662,0.11135853574826167,3.002089354727003
663,0.09725729728547426,2.903421322504679
664,0.0934685656371025,2.9239769644207425
665,0.12027330938726663,2.8988332880867853
666,0.10863058630090494,2.9138713479042053
667,0.11862962767481804,2.9104131592644586
668,0.10497122285171197,2.8717944025993347
669,0.10250324179919866,2.967398371961382
670,0.11381522468649424,2.877211332321167
671,0.10693572513186014,2.905898372332255
672,0.1160088025033474,2.977672662999895
673,0.10125774096411008,2.9416730867491827
674,0.09942944473945177,2.9247847398122153
675,0.10792888764005441,2.9294578764173718
676,0.10233023138000415,2.8993674649132624
677,0.12483794219218768,2.9174833562639026
678,0.11509213292827973,2.913087169329325
679,0.09868033963900347,2.902482118871477
680,0.09888762997893187,2.9352945221794977
681,0.12119117860610669,2.9547283119625516
682,0.09096273567814094,2.978023582034641
683,0.09701052866876125,2.922772851255205
684,0.10741572411587605,2.9408422973420887
685,0.09877904043174707,2.9170892503526478
686,0.09478074355194202,2.926842119958666
687,0.11406220828111355,2.9170173936420016
688,0.10771626927531683,2.8990733358595104
689,0.11339037770835253,2.945844438340929
690,0.1136484601176702,2.928848465283712
691,0.10183782858344224,2.906104094452328
692,0.11215503949385423,2.9535710944069757
693,0.09347744394953435,2.9028901788923474
694,0.10542566382254545,2.9213298559188843
695,0.14168346709070298,2.929546250237359
696,0.09970266347607741,2.9484629763497248
697,0.11771271595588097,2.927819079822964
698,0.11322298683226109,2.9200945827696057
699,0.11085323952138423,2.9121955964300366
700,0.10770448621075887,2.926306512620714
701,0.0940994285333615,2.9484941760698953
702,0.10005651296904454,2.9061022996902466
703,0.11150192228647379,2.9625193542904324
704,0.13802875426526254,2.9023515250947742
705,0.1046820077042167,2.8968492613898382
706,0.09783070246474102,2.9201188219918146
707,0.10645794197916984,2.910227166281806
708,0.11465455196224726,2.8927771382861667
709,0.10979394144736804,2.931074407365587
710,0.10944807427720382,2.897009644243452
711,0.10588366274650281,2.947849611441294
712,0.11179169599826519,2.9169751670625477
713,0.1334034506088266,2.9012363950411477
714,0.09124219368856687,2.92455964618259
715,0.0902195220383314,2.9545266363355847
716,0.11030343126219053,2.9517169859674244
717,0.12603748890642935,3.002464579211341
