circuit_idx,circuit,r2,r2_baseline,r2_gain,rmse,mae,pearson,spearman,best_alpha,val_preds,val_true,val_X_pca,train_losses,val_losses
2,"               ┌───┐┌───┐┌───┐┌───┐┌───┐          ┌───┐                                                  ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐               
  7.78703839e-02 -1.31486490e-01  1.06871761e-01  6.48919791e-02
  1.94455653e-01  2.36763153e-04 -2.90129691e-01 -4.05015111e-01
 -6.00027323e-01 -2.04784304e-01  6.97218359e-01  9.99093503e-02
  2.56101280e-01  2.55275905e-01  1.22955859e-01 -3.08997303e-01
 -5.28230190e-01 -4.64456767e-01 -5.82858205e-01  5.96436977e-01
  5.23801208e-01  5.55108070e-01 -3.46053272e-01  1.69717923e-01
 -2.78468162e-01  1.51184762e+00 -1.96724012e-01  2.20291793e-01
  1.77981436e+00  7.18853354e-01  1.06402743e+00  7.67943412e-02
  1.68644524e+00  5.03322124e-01 -7.55039036e-01  2.09718987e-01
  1.46939266e+00  5.43418348e-01 -8.56846809e-01  6.52524471e-01
  8.48527133e-01  8.35355103e-01  7.96214879e-01  8.14544082e-01
  5.89438796e-01  8.74252200e-01  7.91966796e-01  8.05004001e-01
  8.10469747e-01  5.08738995e-01  4.55139130e-01  1.58926994e-01
  8.32756087e-02 -1.71377733e-01  7.33562112e-01 -1.96950678e-02
 -1.37834832e-01 -6.50672754e-03  9.81806278e-01 -5.54322362e-01
 -6.49563670e-01 -9.92171764e-02  9.93564665e-01  8.61485958e-01
 -4.16267842e-01  3.14146489e-01 -3.72812718e-01  4.36119586e-01
 -7.67460883e-01 -4.24056351e-02  3.33689839e-01 -4.90926296e-01
 -5.12706280e-01 -1.01523235e-01 -5.11591673e-01 -1.63017353e-03
  7.62122571e-02 -2.29374051e-01  3.35758746e-01  1.66949522e+00
 -7.61450678e-02 -5.25141120e-01  9.29822087e-01 -8.36629793e-02
 -5.83261251e-01 -1.44488201e-01 -4.63372022e-02 -3.04310650e-01
  7.23065138e-01 -1.25551975e+00  4.47854072e-01  4.93535697e-02
 -2.14795068e-01  7.23900497e-02 -2.56313942e-05 -1.52980253e-01
 -1.54041484e-01 -4.11891997e-01 -9.28892851e-01 -9.29662168e-01
 -8.15090001e-01  8.29164267e-01  1.47795603e-01 -2.75425702e-01
 -8.67077589e-01  2.09114239e-01 -1.25305688e+00 -8.18058193e-01
 -2.26787124e-02 -6.32219195e-01  1.55452173e-02 -8.71928111e-02
 -1.72886297e-01 -6.93466663e-02 -9.74467024e-02 -1.32866189e-01
 -2.02813879e-01 -2.24380121e-01  8.06219801e-02  2.43995115e-01
 -3.49970132e-01  3.89084697e-01  3.28724533e-01  4.27259862e-01
 -1.95345387e-01  1.00167409e-01  4.13639635e-01  1.59353286e-01
 -1.43087462e-01  2.86764234e-01  3.67270082e-01  4.35073167e-01
  4.16280121e-01  4.07119781e-01 -1.21160305e+00 -5.57599783e-01
 -8.48905206e-01 -7.80330062e-01 -6.09136760e-01 -1.56665042e-01
 -9.99173164e-01 -5.67416191e-01 -6.41258240e-01 -6.72107875e-01
 -5.24038911e-01 -3.02228719e-01 -2.26526663e-01  6.48750514e-02
  1.87258470e+00  4.61515099e-01  2.72714108e-01  6.10825360e-01
  4.61459368e-01 -2.88111269e-01  3.63235056e-01 -6.76943421e-01
 -2.83571750e-01 -6.80609822e-01 -7.97749043e-01 -8.38736415e-01
 -6.70058787e-01  8.46012831e-01 -8.09649974e-02  5.13285249e-02
 -1.21414137e+00 -1.19107082e-01 -2.80422062e-01  2.21401715e+00
  2.21001697e+00  1.83046266e-01  3.21428090e-01 -6.05188966e-01
 -8.43987107e-01 -6.84668601e-01  8.75532269e-01  4.42549020e-01
 -8.69174123e-01 -1.87214315e-01  1.82146758e-01  5.66850305e-01
  9.28720117e-01  3.05299014e-01 -3.64144415e-01 -3.12135428e-01
 -3.38481754e-01 -2.41347939e-01 -1.10991323e+00 -1.25619054e+00
 -4.41127032e-01 -7.70508289e-01 -1.18002081e+00 -7.58931279e-01
 -1.11844969e+00 -3.97461265e-01 -3.40456039e-01 -5.70740998e-01
 -3.41831714e-01 -3.13324690e-01 -5.88412404e-01 -6.02360368e-01
 -6.11669779e-01 -5.16888678e-01 -5.41502357e-01 -5.75988710e-01
 -5.85070610e-01 -7.98511147e-01 -6.52195334e-01 -2.93919712e-01
  1.21728014e-02  4.68560904e-02 -6.11500349e-04  4.13051397e-02
 -1.12070456e-01  9.50548053e-01 -2.16485471e-01 -9.72832590e-02
  4.67111468e-01 -2.74699181e-01 -8.55197668e-01  2.33066618e-01
  8.64875838e-02  2.66639199e-02  1.74750006e+00  1.50931418e+00
  1.69913113e+00  1.75786483e+00  1.50931418e+00  1.10472977e+00
  1.04077089e+00  9.02820051e-01  8.03228140e-01  1.70718658e+00
  1.59635675e+00 -2.57214576e-01  2.07983106e-01 -2.90217549e-01
  3.46750468e-02 -4.90947396e-01  3.89558047e-01 -5.45502841e-01
 -3.10175866e-01 -8.16285372e-01  1.73056856e-01 -5.47983527e-01
  9.34862614e-01 -6.10957146e-02 -2.82039106e-01 -4.58505183e-01
 -3.26901317e-01  1.78597450e+00  6.01864457e-01  6.28375232e-01
  6.59698427e-01  1.74081933e+00  5.09395301e-01  4.57721859e-01
 -1.33984759e-01  5.01804829e-01  5.35593629e-01  2.78467000e-01
  8.29971433e-01  3.17173123e-01  4.56913620e-01 -8.65748048e-01
  3.59173954e-01  2.89668441e-01 -2.66210258e-01  8.05396914e-01
  4.45678562e-01  7.26187676e-02 -1.59151465e-01 -2.60553628e-01
 -1.92707762e-01 -1.65448025e-01 -1.93470884e-02 -4.71480161e-01
  8.56898576e-02 -4.55049276e-01 -7.36171892e-03  5.85952997e-01
  5.83384871e-01  5.12103558e-01  4.77966040e-01  4.27531570e-01
 -3.96062195e-01  4.83065605e-01  3.96522492e-01 -6.34413540e-01
 -6.68407917e-01 -4.87045258e-01 -5.11023521e-01  9.46431756e-02
 -8.13390195e-01 -1.32888114e+00  4.91884977e-01 -2.66420931e-01
  2.21835285e-01 -3.15088689e-01 -4.52035815e-01 -1.09328139e+00
  3.67262840e-01  6.79062307e-01 -2.36765489e-01 -1.02378440e+00
  1.62287503e-01  3.89806241e-01 -6.33108735e-01  9.34116691e-02
  1.38500690e-01  3.89137119e-01 -4.30282742e-01 -1.48144877e+00
 -3.73646647e-01 -7.08879948e-01 -1.18411887e+00 -1.52827099e-01
 -1.60267010e-01  8.54821742e-01  8.19784641e-01  8.39102626e-01
  7.49763906e-01  2.27237895e-01  6.21854246e-01 -2.45172605e-01
 -3.10252339e-01  5.76178968e-01  8.15581083e-01  1.60199791e-01
  1.83308989e-01 -1.78256571e-01 -7.55885363e-01  3.46984327e-01
 -9.10757668e-03 -8.59884381e-01 -9.07341421e-01 -7.17100620e-01
 -8.10118973e-01 -6.45134985e-01 -6.66677833e-01 -2.33441144e-01
 -7.26422518e-02  1.66593984e-01 -2.56648839e-01 -7.84496516e-02
 -4.82579380e-01 -4.67568547e-01 -5.54710090e-01 -5.63233018e-01
 -4.13343638e-01 -6.43096745e-01 -4.60166365e-01 -5.40114045e-01
  1.62596434e-01  3.85977894e-01  4.36351687e-01  2.67541796e-01
  3.40060145e-01  4.03525710e-01  6.70754373e-01 -3.52072954e-01
  6.00337625e-01 -8.11220527e-01 -8.12891781e-01 -4.40591961e-01
 -5.55608094e-01 -3.28299195e-01 -1.18142262e-01 -9.74705815e-01
 -7.79017925e-01 -4.79437649e-01 -5.03667295e-01 -5.19962966e-01
 -2.32083902e-01  8.56212974e-02 -2.54216492e-01 -6.50233179e-02
  1.98639587e-01  2.47295061e-03  3.69630039e-01  5.77455878e-01
 -3.00111979e-01 -9.16195393e-01 -1.34233102e-01 -3.10675681e-01
 -1.70203403e-01  9.55105126e-02  5.07694423e-01  4.30783153e-01
  1.85682654e-01 -5.38644791e-02  1.26645491e-01 -2.89728403e-01
  9.65779424e-01  5.47700942e-01  8.26481134e-02 -1.02949452e+00
  8.24212313e-01  5.02126932e-01  5.33954024e-01 -2.95249194e-01
 -1.15426838e+00 -2.13618234e-01 -1.07783163e+00  2.76824087e-01
  4.10234541e-01  5.00822186e-01  3.16133440e-01  3.40351105e-01
  3.59862328e-01  2.93570638e-01 -6.16716623e-01 -7.22658038e-01
  1.26356685e+00  1.53291667e+00  1.74408519e+00 -3.72374445e-01
 -3.50589007e-02  1.33052841e-01  1.79883778e-01  1.15013704e-01
  3.15064251e-01 -6.11820042e-01 -6.19951129e-01 -7.60929108e-01
  3.25138479e-01  3.43839616e-01  4.67073172e-01 -5.42810798e-01
 -3.88201445e-01 -8.29583257e-02  8.53714868e-02 -5.12836099e-01
 -7.52286434e-01 -3.53853077e-01  4.02578145e-01  1.53865755e+00
  9.28270966e-02  3.01736295e-01 -5.22025675e-02  9.70196247e-01
  8.45286846e-01 -1.96312502e-01 -3.72100979e-01 -3.62402201e-02
  1.80017903e-01  8.76631886e-02  3.05600673e-01  7.31054664e-01
  5.31086028e-01 -4.39038090e-02 -1.95332572e-01 -1.94119617e-01
 -2.75393456e-01 -3.10358196e-01 -7.06736386e-01 -5.63860357e-01
 -5.28892100e-01  2.37143040e-01  2.44634792e-01  3.22079062e-01
 -3.29735428e-01  6.11109972e-01 -8.47368717e-01  2.16351911e-01
  4.04762894e-01  5.10499179e-01 -3.45965683e-01 -5.33537924e-01
  9.09651160e-01  3.54831845e-01 -9.42345619e-01 -6.55481994e-01
 -1.07086122e+00  2.06231308e+00 -1.12580168e+00  6.18310332e-01
 -7.61072874e-01 -4.30414230e-01 -5.25676310e-01 -2.81655282e-01
 -3.25146139e-01 -4.18861717e-01 -5.29908776e-01 -3.36512357e-01
 -3.30710858e-01 -8.30446899e-01  1.09079018e-01 -3.27453464e-02
  4.69362140e-01 -4.33851212e-01 -5.34578264e-01 -3.58790427e-01
 -8.80271077e-01 -7.86382675e-01 -7.92262793e-01 -3.53661597e-01
 -4.85430092e-01 -2.92340755e-01  9.57035422e-02  1.23980686e-01
  6.61393464e-01  5.49755037e-01  6.11358047e-01  9.46006238e-01
  9.51760530e-01  8.01700711e-01  3.30320626e-01 -6.20602012e-01
 -7.21526980e-01 -7.51113415e-01  1.87335745e-01  2.66421765e-01
  1.03546596e+00 -1.68395340e+00  1.28036082e+00 -4.07270849e-01
  1.10421073e+00 -5.72185338e-01 -5.48398197e-01 -5.85285127e-01
 -5.17039299e-01 -5.02399862e-01 -4.70478714e-01 -4.88677174e-01
 -5.17039299e-01 -6.89012527e-01 -1.54118106e-01 -5.07343173e-01
  3.28697681e-01  1.81388751e-01 -1.02680552e+00 -1.02294886e+00
 -1.00252521e+00  7.60841370e-01  8.11500311e-01 -1.30712295e+00
  5.57525575e-01  4.78092045e-01  3.55628192e-01  5.33643246e-01
 -5.12869716e-01 -7.30054498e-01 -6.03562713e-01  1.23873150e+00
  1.05180836e+00  3.94094497e-01 -9.21784818e-01  9.20026541e-01
  9.48985666e-02  1.34631425e-01 -3.55128318e-01 -4.98896867e-01
 -1.33568561e+00 -1.33568561e+00  1.04990149e+00  1.04642093e+00
  9.72751856e-01  4.22108531e-01  3.26656252e-01 -1.64065838e+00
 -1.51917481e+00  8.45657647e-01  5.48087120e-01  4.22688395e-01
  4.02243584e-02 -3.09322983e-01 -4.89903092e-01  4.24724072e-01
  7.94909596e-01  5.64034939e-01  5.87821424e-01  5.42033613e-01
  6.88131034e-01  6.47032857e-01 -5.55848926e-02 -7.64217377e-01
  3.43590647e-01 -4.34912473e-01  6.14436418e-02  5.58890522e-01
  6.19434059e-01  6.09746277e-01  5.14169335e-01  1.61643493e+00
  4.10877675e-01  6.53835610e-02 -9.10720378e-02 -2.00423539e-01
 -1.66571453e-01  4.33824817e-03 -1.07391283e-01  1.78807303e-01
 -3.21268678e-01 -2.02336177e-01  2.29992628e-01 -1.94212988e-01
 -2.26426721e-01  1.43267915e-01  9.06670541e-02 -4.25429419e-02
  6.76829159e-01 -1.09641337e+00 -2.71669049e-02  1.97634590e+00
 -3.45546901e-01  4.03774172e-01 -1.33187068e+00 -1.05183387e+00
 -1.26932907e+00 -3.32692295e-01 -4.02813107e-01  3.93160582e-01
  5.06773293e-01 -3.75662267e-01 -3.92385542e-01  5.68716824e-01
  6.12503886e-01  4.42638189e-01 -1.82085767e-01 -2.73729891e-01
 -1.53020814e-01 -1.53172299e-01  9.59078908e-01  1.62960494e+00
 -3.63474458e-01  2.87349612e-01  1.44464955e-01 -3.27283591e-01
 -3.92539114e-01 -3.15820932e-01 -4.88771379e-01 -3.49234790e-01
 -7.69319057e-01 -4.36462462e-01 -3.86094958e-01  6.49958372e-01
  6.30886197e-01  1.18315473e-01 -3.81891569e-03 -2.87368923e-01
 -4.12476271e-01 -3.27859133e-01 -2.43289813e-01 -4.69599456e-01
 -3.68627280e-01 -2.84005255e-01 -3.88050228e-01 -1.46159008e-01
  3.83028984e-01  3.19865346e-01  2.32905418e-01 -7.42481828e-01
 -3.18832636e-01  8.95158529e-01  9.35065091e-01 -6.15306735e-01
 -1.00563288e+00  5.92936039e-01  7.62394190e-01  7.95602620e-01
  7.17955053e-01  3.47688198e-01  6.73437268e-02  3.40673268e-01
  2.64302671e-01 -8.59160066e-01 -3.60448807e-01  6.06799245e-01
 -7.61649370e-01 -4.91686642e-01 -1.60348058e-01 -3.85838747e-02
 -3.24522197e-01 -3.78882140e-02 -3.14946651e-01 -1.69175819e-01
 -5.17150879e-01  1.15997529e+00  9.70932543e-01  6.01740599e-01
  3.69569987e-01  5.77184319e-01  2.26344153e-01  9.46747512e-02
  1.34658590e-01  2.10351676e-01  1.18977264e-01  4.97198999e-02
 -4.22179550e-02  6.22161388e-01  5.44477820e-01  2.37006024e-01
  3.33023816e-01]","[ 1.31616664e+00  1.27552319e+00  1.58034909e+00  1.93597901e+00
  2.39829803e+00  1.91057682e+00  3.25483114e-01  1.51938355e+00
  1.43809676e+00 -8.37934971e-01  3.66126508e-01 -5.12787640e-01
 -1.53395379e+00 -5.78833282e-01 -1.42218447e+00 -1.92514682e+00
 -1.15292180e+00 -1.42726481e+00 -8.60318020e-02 -6.95683122e-01
  7.52238929e-01 -3.60374928e-01 -3.01470216e-02 -6.57098666e-02
 -1.39678216e+00  1.26536214e+00  9.04651642e-01 -1.06147385e+00
 -1.24944985e+00  6.09987080e-01  1.34156883e+00  8.58928204e-01
 -2.11820292e+00 -1.49331033e+00 -1.47298872e+00 -4.53881696e-02
 -5.22948503e-01  3.08180638e-02  6.91273868e-01 -1.19356513e+00
 -1.07671523e+00  1.08246684e+00 -8.32854688e-01 -8.32854688e-01
  1.23996031e+00 -2.84168452e-01 -2.02881426e-01 -1.99627280e+00
 -1.30533457e+00 -4.82305080e-01 -3.14650983e-01 -1.46790826e+00
 -1.18848455e+00 -4.03078683e-02 -7.00763404e-01 -3.60374928e-01
 -4.51822549e-01  5.33780634e-01 -3.40053231e-01  5.54102302e-01
  3.00080895e-01 -1.43234527e+00  3.71206820e-01 -2.08264017e+00
  1.05198407e+00  1.03166234e+00 -1.82559729e-01 -5.53431034e-01
 -3.70535761e-01  7.82721519e-01  9.04651642e-01  1.27552319e+00
  6.96354389e-01 -6.75361454e-01 -5.58511555e-01 -3.14650983e-01
 -9.03980613e-01 -1.05131304e+00 -7.00763404e-01  8.53847682e-01
  7.87802041e-01  1.14343190e+00 -4.16259468e-01  7.82721519e-01
  5.64263165e-01  1.10786915e+00 -2.84168452e-01  5.08378386e-01
  1.97662234e+00  6.91273868e-01  2.17983937e+00 -1.78797519e+00
  2.34035254e-01  7.06515253e-01  1.67989627e-01  5.13458908e-01
  1.16375363e+00  1.98472410e-01 -4.03078683e-02  1.17185384e-01
 -1.36836037e-01 -4.82305080e-01  1.37713170e+00  6.65871620e-01
  5.99826217e-01  6.45549953e-01  5.99826217e-01  6.65871620e-01
  5.33780634e-01 -4.77224797e-01 -4.51822549e-01  1.47667930e-01
  1.83231011e-01  3.25483114e-01  5.62203042e-02  9.68636945e-02
  4.09789123e-02 -3.24811846e-01 -7.76969910e-01 -1.26675189e-01
  1.08754742e+00  1.27346233e-01  9.65617239e-01  8.03043187e-01
  4.22011048e-01  1.55769140e-02  5.38860917e-01 -1.49056287e-02
 -6.57098666e-02 -9.82532557e-03 -1.20880628e+00 -1.39678216e+00
  5.38860917e-01 -8.88739467e-01 -9.59865391e-01 -7.92211294e-01
  1.37507081e-01 -8.32854688e-01  1.01944238e-01 -7.71889627e-01
 -6.70280874e-01 -6.09315813e-01 -5.17868161e-01 -5.43270171e-01
 -7.10924268e-01 -4.56902862e-01  3.66126508e-01 -2.28283659e-01
 -3.09570432e-01  5.38860917e-01 -1.10211754e+00 -1.29009330e+00
 -9.44624007e-01 -1.03607190e+00 -1.29517376e+00 -7.71889627e-01
 -1.97801128e-01 -6.29637480e-01 -7.58707151e-02 -1.19356513e+00
 -1.17324340e+00 -3.40053231e-01  5.79504550e-01  1.52748480e-01
 -2.84168452e-01 -1.42218447e+00  1.01134074e+00 -1.02591097e+00
 -8.32854688e-01 -1.41202343e+00 -1.78797519e+00 -1.68128633e+00
 -1.86418164e+00 -1.84386003e+00 -1.53395379e+00 -1.38154089e+00
 -1.23420858e+00 -1.64572322e+00 -1.51363206e+00 -1.12243915e+00
 -3.40053231e-01 -8.63337219e-01 -7.56648242e-01 -6.19476676e-01
 -3.75616074e-01 -8.48096073e-01 -2.28283659e-01 -6.95683122e-01
 -9.34463143e-01 -9.80187118e-01 -9.70026255e-01 -2.48605356e-01
 -2.15376616e+00 -1.34089756e+00 -1.49839079e+00 -1.61524069e+00
  1.04690397e+00  2.07315040e+00  1.08246684e+00  7.14616925e-02
  1.36697102e+00  1.27552319e+00  1.16375363e+00  1.11294961e+00
  1.67179644e+00  6.55710757e-01  3.00080895e-01  1.67179644e+00
 -9.75106776e-01 -1.17324340e+00  5.11399992e-02 -2.63846755e-01
  6.04906559e-01 -4.16259468e-01  3.96609068e-01  7.87802041e-01
  6.15067422e-01  1.30092549e+00  4.57574129e-01  4.93137211e-01
  6.35389090e-01  4.11850214e-01 -1.80829704e+00 -1.11735868e+00
  8.84329975e-01  9.50375617e-01  8.28445435e-01  5.38860917e-01
 -4.92465943e-01  7.14616925e-02  1.52748480e-01 -2.28283659e-01
  4.09789123e-02  5.03298044e-01 -5.88994086e-01 -4.82305080e-01
 -6.09315813e-01 -9.80187118e-01 -9.49704528e-01 -6.60120070e-01
 -4.77224797e-01 -9.29382861e-01  3.86448205e-01 -1.36836037e-01
 -3.40053231e-01 -4.03078683e-02  6.25228226e-01  5.69343686e-01
  2.57377606e-02 -2.50664763e-02  6.96354389e-01 -2.02881426e-01
 -1.32565629e+00 -6.34718060e-01 -1.10211754e+00  4.88056690e-01
  1.16375363e+00  1.05706465e+00  3.55965674e-01  7.31917262e-01
 -9.14141476e-01  2.25604606e+00 -2.28283659e-01  2.84839481e-01
  2.12903523e+00  8.33525956e-01  1.11294961e+00  3.61045957e-01
  1.41777503e+00 -1.10211754e+00 -1.02083051e+00  3.30563426e-01
  3.86448205e-01  1.90041566e+00 -1.17832375e+00  2.57377606e-02
 -1.99861731e-02  1.57828778e-01  3.55965674e-01  4.82976377e-01
  2.08633259e-01 -2.28283659e-01  8.16225410e-02 -3.01470216e-02
  4.09789123e-02 -2.07961977e-01  3.50885123e-01 -4.36581165e-01
 -1.13260007e+00 -9.59865391e-01  1.07230628e+00  5.49021780e-01
  6.09987080e-01  9.17833894e-02  1.18407536e+00  1.02150178e+00
  1.21455812e+00  8.84329975e-01  1.03166234e+00  1.31108606e+00
  2.34035254e-01  3.15322280e-01 -1.21388686e+00 -1.01272956e-01
 -5.94074667e-01  1.55769140e-02  1.57828778e-01 -9.11121070e-02
  1.78150713e-01 -1.11735868e+00 -1.22404766e+00  4.11850214e-01
  3.91528517e-01 -4.01018322e-01  3.15322280e-01  2.24080443e+00
  9.14812744e-01 -5.43270171e-01  1.29584491e+00  7.31917262e-01
 -1.31755501e-01  1.27346233e-01  6.45549953e-01  5.41606639e-03
  1.13327134e+00 -1.48822999e+00  4.22011048e-01 -2.50664763e-02
 -5.73752701e-01 -9.11121070e-02 -2.38444507e-01  3.45804811e-01
  1.93391860e-01 -1.59999943e+00 -7.87130773e-01 -7.16004848e-01
 -1.23420858e+00  6.45549953e-01 -9.70026255e-01  2.79759198e-01
